1-428RN3A	1-428RN3A	100	1617	1621
1-428RN3A	8-426FEN5B	99.5983	1473	1621
1-428RN3A	27-433FED	99.5959	1487	1621
1-428RN3A	14-437FEN5	99.5915	1477	1621
1-428RN3A	59-437REC	99.5849	1478	1621
1-428RN3A	3-437REN7A	99.5798	1477	1621
1-428RN3A	26-433FEC	99.5767	1491	1621
1-428RN3A	4-437REN7B	99.5736	1477	1621
1-428RN3A	15-437FEN5	99.5636	1483	1621
1-428RN3A	60-437RED	99.5493	1478	1621
1-428RN3A	69-426FEC	99.1172	1462	1621
1-428RN3A	87-435FED	99.1135	1453	1621
1-428RN3A	9-429FN2A	99.0549	1449	1621
1-428RN3A	62-438RED	99.0497	1469	1621
1-428RN3A	12-435FEN3	99.0471	1465	1621
1-428RN3A	61-438REC	99.0311	1471	1621
1-428RN3A	70-426FED	99.028	1484	1621
1-428RN3A	21-429FEC	99.0194	1492	1621
1-428RN3A	13-435FEN3	99.0157	1462	1621
1-428RN3A	46-430REC	99.0111	1486	1621
1-428RN3A	22-429FED	99.0089	1486	1621
1-428RN3A	67-441REC	99.0084	1476	1621
1-428RN3A	19-429RED	99.0078	1490	1621
1-428RN3A	39-426RED	99.002	1489	1621
1-428RN3A	95-440FED	98.9979	1481	1621
1-428RN3A	49-432REC	98.9957	1486	1621
1-428RN3A	38-426REC	98.9939	1486	1621
1-428RN3A	43-428RED	98.9883	1498	1621
1-428RN3A	48-431RED	98.984	1491	1621
1-428RN3A	42-428REC	98.9839	1496	1621
1-428RN3A	31-440FED	98.9793	1471	1621
1-428RN3A	65-440REC	98.9786	1487	1621
1-428RN3A	50-432RED	98.9778	1493	1621
1-428RN3A	54-434RED	98.9673	1491	1621
1-428RN3A	36-441REC	98.9667	1485	1621
1-428RN3A	30-440FEC	98.9659	1470	1621
1-428RN3A	71-427FED	98.9614	1491	1621
1-428RN3A	37-441RED	98.9577	1479	1621
1-428RN3A	64-439RED	98.9529	1493	1621
1-428RN3A	93-439FEC	98.9504	1494	1621
1-428RN3A	85-434FED	98.9495	1493	1621
1-428RN3A	68-441RED	98.9487	1486	1621
1-428RN3A	17-427RED	98.9471	1490	1621
1-428RN3A	78-431FEC	98.9468	1495	1621
1-428RN3A	90-437FED	98.9426	1494	1621
1-428RN3A	94-439FED	98.9412	1492	1621
1-428RN3A	16-427REC	98.9394	1497	1621
1-428RN3A	66-440RED	98.939	1491	1621
1-428RN3A	88-436FEC	98.9368	1495	1621
1-428RN3A	89-436FED	98.9362	1490	1621
1-428RN3A	91-438FEC	98.9347	1465	1621
1-428RN3A	33-436RED	98.9344	1490	1621
1-428RN3A	40-427REC	98.9333	1491	1621
1-428RN3A	53-434REC	98.9324	1493	1621
1-428RN3A	41-427RED	98.9318	1497	1621
1-428RN3A	92-438FED	98.93	1468	1621
1-428RN3A	25-427FED	98.9278	1492	1621
1-428RN3A	24-430FED	98.9256	1468	1621
1-428RN3A	63-439REC	98.9251	1499	1621
1-428RN3A	80-432FEC	98.9247	1464	1621
1-428RN3A	23-430FEC	98.9102	1473	1621
1-428RN3A	32-436REC	98.905	1493	1621
1-428RN3A	81-432FED	98.8859	1469	1621
1-428RN3A	76-430FEC	98.8676	1473	1621
1-428RN3A	Ecoli_HS	98.5428	1404	1621
1-428RN3A	10-434FEN3	98.4096	1366	1621
1-428RN3A	6-437REN3B	98.407	1417	1621
1-428RN3A	57-436REC	98.3952	1381	1621
1-428RN3A	7-426FEN5A	98.3939	1303	1621
1-428RN3A	5-437REN3A	98.3904	1423	1621
1-428RN3A	56-435RED	98.386	1387	1621
1-428RN3A	58-436RED	98.3821	1381	1621
1-428RN3A	Ecoli_K-12_MG1655	98.3818	1401	1621
1-428RN3A	11-434FEN3	98.3761	1367	1621
1-428RN3A	55-435REC	98.3731	1382	1621
1-428RN3A	2-437RN1A	98.3653	1424	1621
1-428RN3A	18-429REC	98.2676	1430	1621
1-428RN3A	77-430FED	98.2581	1428	1621
1-428RN3A	75-429FED	98.2571	1430	1621
1-428RN3A	29-436FED	98.255	1426	1621
1-428RN3A	52-433RED	98.2507	1423	1621
1-428RN3A	47-430RED	98.2497	1428	1621
1-428RN3A	45-429RED	98.249	1429	1621
1-428RN3A	35-440RED	98.2443	1433	1621
1-428RN3A	34-440REC	98.2419	1432	1621
1-428RN3A	74-429FEC	98.2403	1423	1621
1-428RN3A	28-436FEC	98.2393	1426	1621
1-428RN3A	44-429REC	98.2331	1435	1621
1-428RN3A	51-433REC	98.2311	1428	1621
1-428RN3A	82-433FEC	98.2309	1425	1621
1-428RN3A	83-433FED	98.2307	1430	1621
1-428RN3A	96-441FEC	98.1546	1374	1621
1-428RN3A	Ecoli_O157H7_EDL933	97.6333	1429	1621
1-428RN3A	Ecoli_NADC6564	97.6146	1436	1621
1-428RN3A	72-428FEC	97.2736	1390	1621
1-428RN3A	73-428FED	97.2578	1384	1621
1-428RN3A	86-435FEC	97.2537	1381	1621
1-428RN3A	84-434FEC	97.2412	1402	1621
1-428RN3A	Ecoli_Nissle1917	96.6122	1354	1621
1-428RN3A	79-431FED	96.5555	1371	1621
2-437RN1A	2-437RN1A	100	1548	1550
2-437RN1A	6-437REN3B	99.9995	1547	1550
2-437RN1A	5-437REN3A	99.9993	1547	1550
2-437RN1A	Ecoli_K-12_MG1655	99.1609	1450	1550
2-437RN1A	10-434FEN3	99.0677	1394	1550
2-437RN1A	11-434FEN3	99.0518	1400	1550
2-437RN1A	55-435REC	99.0113	1402	1550
2-437RN1A	56-435RED	98.9946	1403	1550
2-437RN1A	57-436REC	98.9922	1404	1550
2-437RN1A	58-436RED	98.9788	1401	1550
2-437RN1A	7-426FEN5A	98.8736	1319	1550
2-437RN1A	Ecoli_HS	98.8103	1407	1550
2-437RN1A	18-429REC	98.6951	1412	1550
2-437RN1A	77-430FED	98.6951	1419	1550
2-437RN1A	52-433RED	98.6795	1419	1550
2-437RN1A	29-436FED	98.6733	1414	1550
2-437RN1A	83-433FED	98.6703	1422	1550
2-437RN1A	44-429REC	98.67	1420	1550
2-437RN1A	74-429FEC	98.6693	1409	1550
2-437RN1A	34-440REC	98.6692	1418	1550
2-437RN1A	51-433REC	98.6682	1421	1550
2-437RN1A	82-433FEC	98.6673	1417	1550
2-437RN1A	75-429FED	98.6656	1419	1550
2-437RN1A	28-436FEC	98.6654	1415	1550
2-437RN1A	35-440RED	98.6569	1420	1550
2-437RN1A	47-430RED	98.6552	1419	1550
2-437RN1A	45-429RED	98.6481	1420	1550
2-437RN1A	68-441RED	98.5681	1397	1550
2-437RN1A	65-440REC	98.5627	1398	1550
2-437RN1A	67-441REC	98.5611	1407	1550
2-437RN1A	94-439FED	98.5601	1402	1550
2-437RN1A	88-436FEC	98.5585	1411	1550
2-437RN1A	69-426FEC	98.5561	1410	1550
2-437RN1A	48-431RED	98.5543	1409	1550
2-437RN1A	36-441REC	98.5535	1405	1550
2-437RN1A	17-427RED	98.5518	1410	1550
