10-434FEN3_pol.fasta	10-434FEN3_pol.fasta	0	0	1000/1000
11-434FEN3_pol.fasta	10-434FEN3_pol.fasta	0	0	1000/1000
12-435FEN3_pol.fasta	10-434FEN3_pol.fasta	0.0169536	0	539/1000
13-435FEN3_pol.fasta	10-434FEN3_pol.fasta	0.0172424	0	534/1000
1-428RN3A_pol.fasta	10-434FEN3_pol.fasta	0.0151872	0	571/1000
14-437FEN5_pol.fasta	10-434FEN3_pol.fasta	0.0154542	0	566/1000
15-437FEN5_pol.fasta	10-434FEN3_pol.fasta	0.0154542	0	566/1000
16-427REC_pol.fasta	10-434FEN3_pol.fasta	0.0185579	0	512/1000
17-427RED_pol.fasta	10-434FEN3_pol.fasta	0.0186195	0	511/1000
18-429REC_pol.fasta	10-434FEN3_pol.fasta	0.0148187	0	578/1000
19-429RED_pol.fasta	10-434FEN3_pol.fasta	0.0180108	0	521/1000
21-429FEC_pol.fasta	10-434FEN3_pol.fasta	0.0180108	0	521/1000
22-429FED_pol.fasta	10-434FEN3_pol.fasta	0.0180709	0	520/1000
23-430FEC_pol.fasta	10-434FEN3_pol.fasta	0.017653	0	527/1000
2-437RN1A_pol.fasta	10-434FEN3_pol.fasta	0.00928558	0	699/1000
24-430FED_pol.fasta	10-434FEN3_pol.fasta	0.0175939	0	528/1000
25-427FED_pol.fasta	10-434FEN3_pol.fasta	0.0186195	0	511/1000
26-433FEC_pol.fasta	10-434FEN3_pol.fasta	0.0149759	0	575/1000
27-433FED_pol.fasta	10-434FEN3_pol.fasta	0.0154542	0	566/1000
28-436FEC_pol.fasta	10-434FEN3_pol.fasta	0.0148187	0	578/1000
29-436FED_pol.fasta	10-434FEN3_pol.fasta	0.0148187	0	578/1000
30-440FEC_pol.fasta	10-434FEN3_pol.fasta	0.0157245	0	561/1000
31-440FED_pol.fasta	10-434FEN3_pol.fasta	0.0157245	0	561/1000
32-436REC_pol.fasta	10-434FEN3_pol.fasta	0.0187432	0	509/1000
33-436RED_pol.fasta	10-434FEN3_pol.fasta	0.0187432	0	509/1000
3-437REN7A_pol.fasta	10-434FEN3_pol.fasta	0.0154006	0	567/1000
34-440REC_pol.fasta	10-434FEN3_pol.fasta	0.0147665	0	579/1000
35-440RED_pol.fasta	10-434FEN3_pol.fasta	0.0147665	0	579/1000
36-441REC_pol.fasta	10-434FEN3_pol.fasta	0.0185579	0	512/1000
37-441RED_pol.fasta	10-434FEN3_pol.fasta	0.0186813	0	510/1000
38-426REC_pol.fasta	10-434FEN3_pol.fasta	0.0178312	0	524/1000
39-426RED_pol.fasta	10-434FEN3_pol.fasta	0.0179508	0	522/1000
40-427REC_pol.fasta	10-434FEN3_pol.fasta	0.0186813	0	510/1000
41-427RED_pol.fasta	10-434FEN3_pol.fasta	0.0185579	0	512/1000
42-428REC_pol.fasta	10-434FEN3_pol.fasta	0.0180709	0	520/1000
43-428RED_pol.fasta	10-434FEN3_pol.fasta	0.0180709	0	520/1000
